name,force,level,mechanic,equipment,primaryMuscles__-,secondaryMuscles__001,secondaryMuscles__002,secondaryMuscles__003,secondaryMuscles__004,secondaryMuscles__005,secondaryMuscles__006,secondaryMuscles__007,secondaryMuscles__008,secondaryMuscles__009,secondaryMuscles__010,instructions,category
Two-Arm Kettlebell Clean,pull,intermediate,compound,kettlebells,shoulders,calves,glutes,hamstrings,lower back,traps,None,None,None,None,None,"Place two kettlebells between your feet. To get in the starting position, push your butt back and look straight ahead.",strength
Two-Arm Kettlebell Jerk,push,intermediate,compound,kettlebells,shoulders,calves,quadriceps,triceps,None,None,None,None,None,None,None,None,strength
Two-Arm Kettlebell Military Press,push,intermediate,compound,kettlebells,shoulders,triceps,None,None,None,None,None,None,None,None,None,"Clean two kettlebells to your shoulders. Clean the kettlebells to your shoulders by extending through the legs and hips as you swing the kettlebells towards your shoulders. Rotate your wrists as you do so, so that the palms face forward.",strength
Two-Arm Kettlebell Row,pull,intermediate,compound,kettlebells,middle back,biceps,lats,None,None,None,None,None,None,None,None,Place two kettlebells in front of your feet. Bend your knees slightly and then push your butt out as much as possible as you bend over to get in the starting position.,strength
Underhand Cable Pulldowns,pull,beginner,compound,cable,lats,biceps,middle back,shoulders,None,None,None,None,None,None,None,Sit down on a pull-down machine with a wide bar attached to the top pulley. Adjust the knee pad of the machine to fit your height. These pads will prevent your body from being raised by the resistance attached to the bar.,strength
Upper Back-Leg Grab,static,beginner,None,None,hamstrings,lower back,middle back,None,None,None,None,None,None,None,None,"While seated, bend forward to hug your thighs from underneath with both arms.",stretching
Upper Back Stretch,static,beginner,None,None,middle back,middle back,None,None,None,None,None,None,None,None,None,None,stretching
Upright Barbell Row,pull,beginner,compound,barbell,shoulders,traps,None,None,None,None,None,None,None,None,None,Grasp a barbell with an overhand grip that is slightly less than shoulder width. The bar should be resting on the top of your thighs with your arms extended and a slight bend in your elbows. Your back should also be straight. This will be your starting position.,strength
Upright Cable Row,pull,intermediate,compound,cable,traps,shoulders,None,None,None,None,None,None,None,None,None,Grasp a straight bar cable attachment that is attached to a low pulley with a pronated (palms facing your thighs) grip that is slightly less than shoulder width. The bar should be resting on top of your thighs. Your arms should be extended with a slight bend at the elbows and your back should be straight. This will be your starting position.,strength
Upright Row - With Bands,pull,beginner,compound,bands,traps,shoulders,None,None,None,None,None,None,None,None,None,"To begin, stand on an exercise band so that tension begins at arm's length. Grasp the handles using a pronated (palms facing your thighs) grip that is slightly less than shoulder width. The handles should be resting on top of your thighs. Your arms should be extended with a slight bend at the elbows and your back should be straight. This will be your starting position.",strength
Upward Stretch,static,beginner,None,None,shoulders,chest,lats,None,None,None,None,None,None,None,None,"Extend both hands straight above your head, palms touching.",stretching
V-Bar Pulldown,pull,intermediate,compound,cable,lats,biceps,middle back,shoulders,None,None,None,None,None,None,None,Sit down on a pull-down machine with a V-Bar attached to the top pulley.,strength
V-Bar Pullup,pull,beginner,compound,body only,lats,biceps,middle back,shoulders,None,None,None,None,None,None,None,Start by placing the middle of the V-bar in the middle of the pull-up bar (assuming that the pull-up station you are using does not have neutral grip handles). The V-Bar handles will be facing down so that you can hang from the pull-up bar through the use of the handles.,strength
Vertical Swing,pull,beginner,compound,dumbbell,hamstrings,glutes,quadriceps,shoulders,None,None,None,None,None,None,None,"Allow the dumbbell to hang at arms length between your legs, holding it with both hands. Keep your back straight and your head up.",plyometrics
"Walking, Treadmill",None,beginner,None,machine,quadriceps,calves,glutes,hamstrings,None,None,None,None,None,None,None,"To begin, step onto the treadmill and select the desired option from the menu. Most treadmills have a manual setting, or you can select a program to run. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. Elevation can be adjusted to change the intensity of the workout.",cardio
Weighted Ball Hyperextension,pull,intermediate,compound,exercise ball,lower back,glutes,hamstrings,middle back,None,None,None,None,None,None,None,"To begin, lie down on an exercise ball with your torso pressing against the ball and parallel to the floor. The ball of your feet should be pressed against the floor to help keep you balanced. Place a weighted plate under your chin or behind your neck. This is the starting position.",strength
Weighted Ball Side Bend,pull,intermediate,isolation,exercise ball,abdominals,None,None,None,None,None,None,None,None,None,None,"To begin, lie down on an exercise ball with your left side of the torso (waist, hips and shoulder) pressed against the ball.",strength
Weighted Bench Dip,push,intermediate,compound,other,triceps,chest,shoulders,None,None,None,None,None,None,None,None,"For this exercise you will need to place a bench behind your back and another one in front of you. With the benches perpendicular to your body, hold on to one bench on its edge with the hands close to your body, separated at shoulder width. Your arms should be fully extended.",strength
Weighted Crunches,pull,beginner,isolation,medicine ball,abdominals,None,None,None,None,None,None,None,None,None,None,Lie flat on your back with your feet flat on the ground or resting on a bench with your knees bent at a 90 degree angle.,strength
Weighted Jump Squat,push,intermediate,compound,barbell,quadriceps,calves,glutes,hamstrings,lower back,None,None,None,None,None,None,"Position a lightly loaded barbell across the back of your shoulders. You could also use a weighted vest, sandbag, or other type of resistance for this exercise.",strength
Weighted Pull Ups,pull,intermediate,compound,other,lats,biceps,middle back,None,None,None,None,None,None,None,None,"Attach a weight to a dip belt and secure it around your waist. Grab the pull-up bar with the palms of your hands facing forward. For a medium grip, your hands should be spaced at shoulder width. Both arms should be extended in front of you holding the bar at the chosen grip.",strength
Weighted Sissy Squat,push,expert,compound,barbell,quadriceps,calves,glutes,hamstrings,None,None,None,None,None,None,None,"Standing upright, with feet at shoulder width and toes raised, use one hand to hold onto the beams of a squat rack and the opposite arm to hold a plate on top of your chest. This is your starting position.",strength
Weighted Sit-Ups - With Bands,pull,intermediate,isolation,other,abdominals,None,None,None,None,None,None,None,None,None,None,"Start out by strapping the bands around the base of the decline bench. Place the handles towards the inside of the decline bench so that when lying down, you can reach for both of them.",strength
Weighted Squat,push,intermediate,compound,other,quadriceps,calves,glutes,hamstrings,None,None,None,None,None,None,None,Start by positioning two flat benches shoulder width apart from each other. Stand on top of them and wrap the weighted belt around your waist with the amount of weight you feel comfortable with. Make sure your toes are facing out.,strength
Wide-Grip Barbell Bench Press,push,intermediate,compound,barbell,chest,shoulders,triceps,None,None,None,None,None,None,None,None,"Lie back on a flat bench with feet firm on the floor. Using a wide, pronated (palms forward) grip that is around 3 inches away from shoulder width (for each hand), lift the bar from the rack and hold it straight over you with your arms locked. The bar will be perpendicular to the torso and the floor. This will be your starting position.",strength
